,0
Sant Marti,36.295894909688016
Sants-Montjuic,31.51784345922277
Eixample,46.18155446086481
Gracia,37.109489600437875
Ciutat Vella,31.998481116584568
Horta-Guinardo,23.449633962780513
Les Corts,24.973248792270528
elbarrio que falta,6.456597222222221
