,0
Sant Marti,34.054641330891336
Sants-Montjuic,28.981436965811966
Eixample,54.44586050724638
Gracia,46.20233669108669
Ciutat Vella,30.51376139830802
Horta-Guinardo,30.887533212560385
Les Corts,28.716068376068375
