,0
Sant Marti,29.710915037611063
Sants-Montjuic,28.941443419704285
Eixample,51.5690204816423
Gracia,41.29118171493859
Ciutat Vella,25.892971799518524
Horta-Guinardo,25.764947274739256
Les Corts,25.319321572679268
