,0
Sant Marti,35.647413793103446
Sants-Montjuic,29.906838776379004
Eixample,48.8156032319107
Gracia,41.08336260110685
Ciutat Vella,31.62389276591863
Horta-Guinardo,29.219930213464693
Les Corts,29.709144088669948
