,0
Sant Marti,39.039462056606105
Sants-Montjuic,33.1825402710831
Eixample,51.597831438223544
Gracia,45.422582705063235
Ciutat Vella,34.4979855188893
Horta-Guinardo,29.12275360335705
Les Corts,29.30141154781032
