,0
Sant Marti,33.94731040564374
Sants-Montjuic,26.887235449735453
Eixample,49.19586470628138
Gracia,40.51800468050468
Ciutat Vella,31.33267195767196
Horta-Guinardo,28.75485008818342
Les Corts,24.847069597069595
