,0
Sant Marti,27.278589514665416
Sants-Montjuic,17.081231298258626
Eixample,39.17598317145292
Gracia,36.32121667837558
Ciutat Vella,25.903097083875803
Horta-Guinardo,22.831297602320593
Les Corts,20.02809483618204
